"""I like the idea of AirBNB, however in practice it has proven more stressful than fun for me, personally. It takes a while to co-ordinate finding a place to stay, and short notice trips don't always work out. In many cases you don't even hear back from the people you contact. If you urgently need somewhere to stay I would recommend using a proper Hotel or commercial BNB. Save AirBNB for holiday trips planned well in advance. """,13,Informational Failure -- Hosts,,,,FALSE,,,
"""The first two reservations I made went smoothly. Re: the third reservation I made through airbnb, the host had listed a holding deposit as requirement. This amount was to be authorised but not charged to my card and the charge voided 48 hours after checkout. I had my internet banking window open in another tab when making the reservation as I never ever keep funds in a bank account which can be accessed via an ATM card as such, when making any purchase no matter how small online or offline, I AM forced to transfer funds from my one account (which although linked does not have an ATM card option) to that of my credit/debit card account. Therefore to ensure I had transferred a sufficient amount I kept the window open in the event that I had miscalculated and would have to transfer further funds. The moment I made the payment, I switched tabs to confirm the amount deducted and that it was indeed enough. The stay was R420 so when I confirmed that R1240 had gone off naturally I assumed it was the deposit fee as well as there was only ONE deduction and not one for R420 and another for R820/the deposit. 10 days later I contacted the host who contacted Airbnb who insisted email after email that they had not deducted any deposit. I left it and put it down to some sort of error in calculations or some unforseen deduction. A week later I made another reservation (1 March 2013) and following the correct channels as set out on the website, I clicked 'book' under the relevant apartment. Airbnb's terms state that one has to 'book' whereup the total charge for the stay is authorised to the card BUT state that it is not charged pending the hosts acceptance or decline of the reservation request. The host has 24 hours in which to accept or decline and should he/she decline, the charge is voided. It is now 24 hours later... the charge has not been voided despite the host having declined the request a mere 3 hours after my making it. I am not a millionaire and as such, am now completely stranded as I simply cannot afford to go ahead and make another reservation, have a further R3900 CHARGED (and not JUST AUTHORISED!) and wait in the hope that the reservation is accepted as in the event that it is declined R7800 would have been charged to my card by Airbnb in a space of 24-36hours and me, left not only without accommodation but without accommodation despite having paid for it AND with no further funds to even rent a cash room for the night AND judging by previous experience, no hope of ever seeing this money again! """,14,System Failure -- Airbnb,,,,TRUE,,,
"My wife and I had reservations at a real hotel for a three day stay in Washington. We made these well in advance as we knew it was a busy time of the year there. I talked my wife in to using Airbnb. We made a reservation through Airbnb but kept our hotel reservation. Then a week before departure, thinking all was fine, we cancelled the hotel reservation. Big mistake. Five days before our departure Airbnb cancelled on us. It may seem like a good deal but it is not a dependable option. If a hotel doesn't have a room you reserved they put you up in a better room or another hotel at their expense. Not so with Airbnb. Buyer beware! Double book and keep one reservation till the last minute.",15,System Failure -- Airbnb,,,,TRUE,,,
"""I've booked the apartment in Seoul for 15 days within about 1.5 months in advance, and 4 days before the arrival date the host cancelled the reservation without telling me anything. First of all, I was a little stressed, because I had to find a new place to stay, with a reasonable money, in a quite an expensive district, and fast. I saw that airbnb credited the money on my account and added some 80 euro if I need to book new more expensive place to stay. But when I opened my account, I saw that I can't book anything because my account was temporarily blocked because they needed some few extra documents on my property listed there (and I sent them already a day before). I started to write to airbnb, saying that the issue is urgent, that I need to be able to book room from my account, because the money are freezed there, and it's only few days left. I didn't get any responce within 2 days. After 2 days there was an official response saying that some other documents are needed, which I've sent very fast and my account was succesfully unblocked. But I already requested the refund, and booked a room from other website, because I couldn't wait. So, airbnb made it impossible to use the extra 80 euro, as well as use the money credited on my account, because they didn't attend my case as an urgent. And now I've ordered a more expensive accomodation, in not exactly the same area I wanted (though at airbnb I saw comfortable options available, which I couldn't book), and my money are still stuck in airbnb and about to be given back in few days. From the happened things I understood the next things: 1) Airbnb is taking the fraud quite seriously, making sure that host is a host, not anyone else. 2) Airbnb will not respond to the urgent issues 3) As a customer, I can face a very uncomfortable cancellation, and even asks for help will not solve anything 4) In case of the cancellation the money will be stuck in airbnb account for 3-5 days (which i couldn't use in time, because my current booking was about to finish after 4 days). 5) Customer has to carry extra money to be ready for such kind of situations, for the double-booking somewhere while the money is being returned from airbnb.""",16,System Failure -- Airbnb,,,,TRUE,,,
"I’ve stayed at four airbnb apartments. All were in great locations, of course, as you choose the locations. Three were fine, decent and respectable, and pretty much as advertised. One was worse than awful. Airbnb was of zero help. NEVER pay in advance. Better yet, NEVER use Airbnb.",17,Physical Environment -- Hosts,,,,FALSE,,,
"""My first experience with Airbnb, not a good one. To encourage customers to spend more, Airbnb scale their service fee from 6% - 12%, more you spend less service fee you pay. For hosts of properties, they need to pay 3% service fee to Airbnb on every booking. I have my eye on a studio flat in Hong Kong for my summer vacation with my family. I was planning to stay for a month but the flat only available for the first 2 weeks and last week. At first I hesitated but at the end I decided to go for it. They treated my booking as 2 separated reservations charged me 10% for the first period of time and 12% for the 2nd period of time. I thought it was a mistake due to their system format and not to mention it was against what they committed to customer - spend more and pay less. Sent my inquiry and got negative response after a day, advised me to renegotiate with the host for a discount instead because he is paying 3% service charge (seems to me they are suggesting me to go get the host because he is paying lower service charge than I do?). Naturally, I was not satisfied with the reply, thought their response was slow, unprofessional and feel uncomfortable with their artificial 'nice' tone. Insisted it was a mistake they treated my booking as 2 separated reservations and charged me higher rate than I should be paying, stated my case one more time. Waited for 2 days, finally got a reply..., not only I didn't get any adjustment on my service fee but also without any explanation on how they justified their act. Is this the kind of service I paid for, absolutely not. For the payment policy, my booking is almost US$2000, 3 months away from my stay and I have to pay upfront right when the time booking was confirmed. This is not a fair payment term for customer who are paying them 10/12% service charge. It is a great platform for travelers and hosts of properties, but I don't think they treat customers in a genuine fair manner and customer service is not on point neither. """,18,System Failure -- Airbnb,,,,TRUE,,,
"""I booked an apartment with this company and thought I had a reservation. A pending charge for the full amount of the rental appeared on my credit card. They charge the full amount up front (my reservation was 4 months away). This was not a problem for me but some may not like that. My problem was after booking what I thought was a reservation they sprung a verification process on me. It required linking my Lindedin account to there system, providing quite a bit of personal information and a verification process with my credit card. The verification process cause a problem becasue they charge a small amount to your credit card (under a dollar) and want you to enter that amount into their system. The problem was my bank posted this small charge as a one dollar pending charge. Even calling my bank (a major US bank) they could not tell me the exact amount of the pending charge. So a count down began on Airbnb website threatening to cancel my reservation (which was pending) unless I entered the number which I did not have. I called them and spend an entire day trying to find solution. Finally, they said they would send it """"upstairs"""" (but """"upstairs was very busy"""". I had my bank call them to determine the cancellation process. They agreed that as long as it was pending I could cancel without an issue. I gave them 3 more hours to solve my problem and then told them to cancel. Of course the cancelation was sent """"upstairs"""" to the busy people. I did get canceled , ut I actually think I got cancelled becasue the clock ran out. At any rate I do not have my rental and I have to look elsewhere. The were very nice in customer service (the phone number is buried on their web site) but clearly no one could solve my issue which according to them is fairly common. As a results of this mess, I wasted a full day, did not get the needed reservation and turned down offers for other sites since I thought I had a reservation with this site. If you are foolish enought to deal with this company I highly recommend you do the verification process before you attempt to book a reservation. This way you will not be in limbo and be free to go elsewhere. But I would recommend other services such as VRBO and just avoid the hassle with these people. Just not worth it. They are getting one star becasue I can't go lower. """,19,System Failure -- Airbnb,,,,TRUE,,,
"""DO NOT USE THIS WEBSITE! I recently booked a stay in Austin for SXSW (all the hotels were completely booked) and had a horrible experience. The owner lied on their listing…said they had three bedrooms but only one bed so they would provide an air mattress, linens, and pillows but they did not. We had to sleep in our car and buy everything for the next night. I woke up to an email from AirBnB’s “customer service” this morning saying they had deleted my review of the host AND, after I replied, said they were unable to issue a refund. Their refund policy states that you are to resolve any issues with the host prior to contacting them which I did. But because the host contacted them first, they honored the host’s requests and I was left with no resolution. The customer service rep did not listen to my side of the story and automatically sided with the host before they even contacted me. Go with Homeaway or Flipkey if you are looking for an alternative to hotels. AirBnB has proven they have horrible customer service. I have contacted the BBB for a refund for my stay but want to warn any potential customers to STAY AWAY! """,20,System Failure -- Airbnb,,,,TRUE,,,
"""Airbnb requires you to verify your account with your credit card. They charge an amount under a $1.00 and then require you to enter the digits online. THIS METHOD DOES NOT WORK because MC posts all sub $1.00 charges as a $1.00. SO I could not verify my account unless I supplied them with Facebook and/or Linkedin information. IN other words Airbnb now forces you to divulge personal data. THIS IS OUTRAGEOUS. There is no phone contact for Airbnb customer service. AND email response for this issue took 4 hours. Then a canned statement is given which states no help on this issue. AVOID Airbnb. I could imagine what would happen if I needed an issue resolved once I arrived to foreign city with boarding concerns. """,21,System Failure -- Airbnb,,,,TRUE,,,
"""I am kind of disappointed with this company. I'll just tell a few things I did not like. 1) Airbnb charges 2 amounts, both over $1, on your credit card to verify you (which is an actual surcharge on top of other charges). 2) They charge a reservation amount right away, even if a host did not confirm the reservation yet. 3) Their host ratings do not seem reliable. In my case, the host had very good reviews. But everything turned out to be overstated: the place was neither clean nor quiet as described. I guess customers, especially first-timers, give good reviews expecting the same courtesy from the hosts. After this experience, I think that paying a bit more for the hotel is worth it. P.S. On its website, Airbnb shows only 5-star reviews from this website... Very deceptive. Do not trust Airbnb! """,22,Informational Failure -- Airbnb,Functional Failure -- Airbnb,Physical Environment -- Hosts,System Failure -- Airbnb,TRUE,TRUE,FALSE,
"""Re:Ticket No. 2004310 On Sunday, May 5 because of a family emergency I needed a room on short notice in the Georgetown area of Washington, DC. Airbnb was highly recommended to me as a means of obtaining a place to stay. What resulted was a nightmare which only added to my existing stress. Using Airbnb's website I selected a host but learned that this facility was not available for the dates needed. The next choice was available. I provided all the extensive infrmation and financial data required. I also noted to the host in the comments area that I was leaving early the next morning train for Washingwton. I requested that if he had not contacted me on my l\and line,cell phone or by email by the time I left that he call me on my cell phone leaving his tele[hone number and address. Also on Sunday I wrote to Airbnb notifying them that I was travelling early Monday and requested the telephone number of my host ,so that I could contact him on my arriva.l I received a completely unresponsive automated reply.Thus, on my arrivak I was unable to contact anyone connected to Airbnb and did npt know whether or not I had a rom or if I did - where it was. The result was a long unsuccessful day of tryying .to find the host location.I have never heard a work from the person who was supposed to be my host. Ultimately, I checked into a small hotel at almost twice the cost of the Airbnb accommodation It was only the kindness of many strangers that I was aboe to fimd accommodations and much needed rest. I had spent almost five hours walking with my luggage trying to find a location with inadequate information. Airbnb has not offered any explanation or compensation. """,23,System Failure -- Airbnb,,,,TRUE,,,
"The unit was filthy and filled with clutter. Our lungs filled with smoke upon entering the unit. Notified the customer service line immediately and they returned stating that there standards weren't violated. Wow! Really? So it's acceptable to find fecal matter all over the toilette seat, hair all over the floor and countertops, stickiness all over the sink, food and plates left over in the sink and table, clothes to be left everywhere and cigarette smoke to permeate the room for a final touch? Really? That's how low your standards are? Breaking out in a rash and your not able to do anything? Really?!",24,Physical Environment -- Hosts,,,,FALSE,,,
"""Never have I felt so unwelcome when trying to spend money. I was looking for a place to stay, I finally found the perfect apartment and contacted the host, she reserved the apartment for me and then when i tried to finally book it, I was asked to verify my ID in 3 different ways. Half of the process was broken, the forms not showing and when I contacted the staff they basically told me: too bad. I even sent them a copy of my ID through email and they don't take it unless it's coming from """"the mystery form"""" that doesn't show (they tried to say I wasn't using the right browser or whatnot but everything on my part was OK.). So it was just a total waste of time for both me and my hostess who missed a couple of days when she could have found someone and me a place. I mean, isn't it already clear I'm not a scam if I'm spending 2000$ upfront? Why would a scammer do that? """,25,System Failure -- Airbnb,,,,TRUE,,,
"""You do not have a contract with Host. Host can kick you out at his will. Note response from AIRBNB when I was asking to stick to the contract and that I had paid for 44 nights and wanted to stay 44 nights: """"While we do discourage host's from doing so, a host is fully entitled to cancel a reservation at any time and ask the guest to vacate the property. We would hate to see that happen, however as a third party; Airbnb has no control over this decision."""" Host threatened me to throw me out with Police out of an apartment in France after I listed in writing all the things he had failed to provide according to what he listed in his posting. I had to leave 7 days before with 17 hours of notice to pack and clean apartment. SO WHAT IS THE POINT OF AIRBNB EXISTENCE? THEY DO NOT PROTECT YOU OR HELP YOU IN ANYWAY. NEVER EVER AGAIN I WILL USE AIRBNB. Customer service reps tell you one thing and then another one a complete opposite thing. """,26,System Failure -- Airbnb,,,,TRUE,,,
This company is so disorganized and the web site is so difficult to navigate. I think the owners of airbnb are Curly Larry and Moe of the Three Stooges. When you call them they are not helpful at all. They tell you how to verify your account but when you try to do it it doesn't work. So frustrating. Don't use them unless you want your blood pressure to go up.,27,Functional Failure -- Airbnb,,,,TRUE,,,
"I use airbnb a lot because of live in lots of different countries for my work. The amount of things that go wrong is unbelievable. I have booked close to 40 places through airbnb and half of them have be cancelled, altered or the landlord just didn't show up. It was a great concept, but now it is a massive headache to me. I try to avoid airbnb and stay in hotels as much as possible, but lucky for them it's sometimes unavoidable.",28,System Failure -- Airbnb,,,,TRUE,,,
"""Had a terrible experience when we went to Avignon France last friday. The place had tons of great great reviews! BUT it was a dump! It was on the basement which apparently was remodeled into a room. The owner was a heavy smoker and the whole house smelled like it. The towels all smelled with cigarette fumes, no toiletries, no hot water then I found some blood on a window sill. Owner said it was red wine - didn't look like it. Didnt check in but called Air BnB to complain and ask for refund, which is a pain in itself since I have to take pictures of the place and list my complaints then email it to them. Has it occured to them that when one is travelling- internet isnt always accessible esp . if you are in Europe???? Also, the security deposit of $200 is still -until now- pending! 3 days later! I say Never Again!!!! Just so mad about it I could punch someone! """,29,Physical Environment -- Hosts,System Failure -- Airbnb,,,FALSE,TRUE,,
"Customer service reps do not give clear or concise answers. It just obviously a copy / paste response with NO consideration for he individual concern. They respond promptly but take no responsibility despite being told the issue is coming from the air bnb company's end. This seemed too good to be true, especially for a broke student and now I am concerned they have ripped off my money .. Be careful !",30,System Failure -- Airbnb,,,,TRUE,,,
"""I have listed my apartment that I wanted (needed) to rent out for one month and for some reason it did not appear in the searches. Moreover, I had constant major technical problems when setting up my listing (prices were saved inconsistently, I had to redo it over and over). So I tried to contact a technical support. You would expect a huge company like Airbnb to have an efficient support system in place. Well, there is a live chat, an option which I ususally favor. But Airbnb's live chat either does not even exist or it is really so busy that it is permanently unavailable. So no option. On Facebook they offer a chat as well. Gave it a shot, already a bit suspicious because I knew of the live chat. And truly, it turned out to be just email that was never (not within 36hrs at least) replied. Searching their help site did not give me any answers. So I tried to contact them via their """"Contact"""" page. But if you think you just find an email address or phone number - wrong!!! """"Contact"""" first of all intends to redirect you back to FAQs and forums that didn't answer your question in the first place. But there is an email option - only if you indicate that your problem is of different nature. However, the only way I found to describe my problem was on a """"Feedback Form"""" , and as expected this has not been reviewed or replied to within 36 hrs now. However, I have received multiple emails by Airbnb that pretend to be support. All of them are automated of course, and they are the worst """"joke"""" about this support system: they are nothing but a copy of my own question - followed by a mail asking for a consumer rating how good their support was! Are they kidding their customers??? I have never ever had such a horrible customer support experience! """,31,Informational Failure -- Airbnb,Functional Failure -- Airbnb,,,TRUE,TRUE,,
"We tried to book an apartment through the airbnb website which required cedit card details. The apartment was not available but airbnb held and then refunded approximately $700. On enquiring about a 2nd apartment without entering credit card details, airbnb held off approximately $850. Again this apartment, although showing available was not. It is now 7 days and the funds have not been released despite corresponding with their 'Help' desk ( there is no easy telephone/email support) and forwarding the fax number of our bank to enable them to confirm the transaction is not going ahead. This has caused stress and inconvenience and we still have no certainty that airbnb will cancel the payment for a property that we cannot use. I would strongly advise that anyone using this service do not do so unless they have had correspondence with owners that they are 100% sure they can trust. To hold onto funds of this level is totally unacceptable and I would imagine what few people can afford. I would not use airbnb or recommend airbnb to anyone else. I have been a holiday property provider myself for over 10 years and would regard this kind of behaviour as immoral.",32,Functional Failure -- Airbnb,,,,TRUE,,,
"""I had a TERRIBLE experience with AirBNB. You are better off forking up a few extra bucks for a last minute deal through expedia or some other better reputed travel site with better customer service. I put in an offer on AirBNB, but when discussing logistics, got a bad/creepy feeling when corresponding with my host, and told this person I was withdrawing my offer. Despite having this IN WRITING, my host clicked """"accept"""" of my offer from his end, before I could formally cancel the request, resulting in the charge on my credit card of $500. I wrote to AirBNB customer service several times, with written proof that I had told my host I didn't want to stay there prior to his clicking """"accept"""". But the service is NON EXISTENT. It takes at least 15 minutes clicking around the website to even find the contact email address, there is no contact phone number where you can speak to a rep, and it take takes another at least 3 days to get a generic form response. When my issue was not resolved, I wrote again, and they never got back to me. I am mid-20s, graduate student, have done the whole backpack in Europe on a dime, and traveled extensively and had many misadventures which become stories later on, but this AirBNB is my worst experience / scam/ rip-off. DON'T Use it. If you're lucky and everything goes as planned great, but as soon as there's one hiccup, they don't help you out, and leave everything to be your problem, and you to pay the non-refundable fees, and won't even answer your inquiries. I will never use this service ever again, and I would not recommend it to anyone I know. """,33,Interaction Failure -- Hosts,Functional Failure -- Airbnb,System Failure -- Airbnb,,FALSE,TRUE,TRUE,
"Here is what I have learned in past three days. To use the service requires creation of an account which is a cumbersome, intrusive process. You must give credit card information to even determine if your desired location is available. Airbnb will then ""book"" the accommodation, confirm the booking to you and hit your credit card with full booking amount along with a 21 dollar ""service fee."" This is all done even though the owner does not have the accommodation available. Then 24 hours later when you are told there is no actual booking, you are told you must cancel the reservation but forfeit the service charge. Then after much time spent in e-mails with the owner and largely unresponded to efforts o communicate with airbnb you are told since the owner cancelled that you are entitled only to an airbnb credit and then can only get a refund by going through several more steps. This service stinks.",34,System Failure -- Airbnb,,,,TRUE,,,
"""The hosts is not the problem, the custom service sure are...I was promised a 38 euro credit to use on my next booking when the first host canceled the reservation...I was told that the money will still be on Airbnb and all I have to do is book another place and if its more expensive the credit will be used..NO credit was used, or the old reservationmoney...They took 2 days to answer a mail(there is no phone number). And the answer I got was that the credit didnt worked and I can transfer back my money in 5-7 business days.. Will probably never use this company again. """,35,Functional Failure -- Airbnb,System Failure -- Airbnb,,,TRUE,TRUE,,
"""I HAD unacceptable experience with them when i needed a customer service. When you make a reservation you have to pay them around 10% commision but when you will need a help from them you will not get it. Customer service is Not in their lexicon. The web is full with accomodation places without the need to pay in advance or pay a commission for service that you will not get from them. one of the places that i made reservation by them i had to wait 4 hours to the host to come all what in airbnb had to say was that i should Coordinate with the host. they forget that i am the customer i pay the money so i expect to get a service from them and from the host. As i said CUSTOMER SERVICE NOT EXIST IN THEIR LEXICON """,36,System Failure -- Airbnb,,,,TRUE,,,
"I read about airbnb in a magazine and loved the concept. I signed up for the service and even created a Facebook account so that by the time vacation season rolled around, I'd have a decent history and prospective hosts would be confident having me in their homes. I was so excited when the first opportunity to book a property came along - I'd already spent hours on the site dreaming about where I wanted to go and with whom I wanted to stay. Then came reality. First, they don't tell you that you're not verified until you've already put in some very private information (like the last four digits of your SSN!!) AND taken your credit card number. I thought that by setting up the account, linking it to Facebook, and verifying my email I'd be set. Wrong. Contacting customer service has been pointless - it's cut and paste responses; they clearly don't read the emails very closely. When I sent a reply, I got a similar message - essentially, they want me to take a video of myself and upload it. Whether it will become part of my public profile depends on which email or which part of the website you read - they're conflicting. After I pointed out that I DON'T have a webcam or video recorder, I stopped getting replies. That's where it stands right now. I wish I'd read the reviews on this site before I signed up with them in the first place - and after reading them, I'm planning to contact my bank tomorrow to make sure they don't charge anything to my credit card! I definitely would NOT recommend this service, sadly.",37,System Failure -- Airbnb,Functional Failure -- Airbnb,,,TRUE,TRUE,,
"""This site is a scam and does not deliver on the essential guarantees that it uses to lure people in. The site says that it is about trust and safety but it does not conduct background searches on the hosts. While the host has total control over who stays and can cancel the trip at any time, the guest is often levied a heavy cancellation fee in the event that a guest is uncomfortable with the host. The site makes no reasonable attempt to ensure the guests safety though it advertises itself as a community built on trust. For example, there are several reports of negative host ratings being deleted. Therefore, the potential guest does not have reliable data to make an informed decision. The guest is not guaranteed a lock for their room, hence the safety of the guest is severely compromised. The site does not conduct background checks on hosts. The site looks the other way on apartment owners subletting their apartments which is illegal and also makes one question how the site can guarantee the trust and safety of someone that is being hosted by someone potentially engaged in criminal activity. Probably about 90% of transactions at airbnb are fine. But when your instincts as a guest are telling you that you are in an unsafe situation, you really don't have any legal recourse and airbnb will collect a HUGE cancellation fee. """,38,Informational Failure -- Airbnb,Physical Environment -- Hosts,,,TRUE,FALSE,,
"They charge you, the customer, over 10% above and beyond, what you're paying the host for your lodging. They have no phone number published on their site, and for that service fee, you would expect impeccable service, not to mention a phone number. You don't realize you cannot reach them immediately until its to late. When you email them they will respond in their own time. However, when they do get around to reaching you, they are professional and friendly. Although, when they say they will call you back, don't hold your breath... rather watch your inbox. For me and mine, we won't use their service again.",39,System Failure -- Airbnb,,,,TRUE,,,
"i have a vacation rental and a friend recommended that i try Air BnB to advertise it. After the nightmare of my first guest, I immediately closed the account. I found out through the process that Air BnB takes the guests money at the time of booking< in my case it was 4 months in advance, keeps it, and does not give it to the owner until the guest had already stayed for 48 hours. This opens the door for a guest to come, trash your place for 2 days, and just say that they don't like the place and want to move to another. The owner won't get paid and Air BnB had held over $1000 for 4 months. If you multiply that by thousands of unsuspecting property owners, Air BnB is actually just a pyramid scheme and has money, with assets. They are using home owners to lure in travelers, and are building up a nice amount of cash, offering no customer service. ( you have to hunt to find a phone number to actually speak with a live person.... who is about 20 years old and has no idea how to help with any situation"".... The guest i had ended up changing their reservation from 11 days, to 7 days, to 3 days. Air BnB does not allow you to charge tax on a reservation, even though what I pay is over 12%... that 's a big number to just swallow the cost yourself.... When I finally had enough with the crazy guest, i said that i wanted to cancel the guests request for the reservation. It was over a month in advance and I was told there would be a $100 fee to me for cancelling. Not only did i lose the ability to rent to another guest, but it cost me $100 for the trouble that Air BnB cost me. This company is noting more than a middle man, keeping millions of dollars, for property they don't even own. I would hate to have anyone else have to learn this the hard way like i did.....",40,System Failure -- Airbnb,,,,TRUE,,,
"Used Airbnb first time to rent apartments in Europe. First of all, apartments were so so, but they were presented as great. Also, the customer service is non existent. They charged us damage deposit just because the owner said there was a damage. They did not even contact us to find out details. By the time we returned from vacation, our credit card was charged over $300. Now we have to spend all this time fighting and working with credit card company to complain about fraudulent charges from Airbnb. Will never use them again.",41,Functional Failure -- Airbnb,System Failure -- Airbnb,,,TRUE,TRUE,,
